power,stat,pokemon
100,attack,gogoat
62,defense,gogoat
97,special-attack,gogoat
81,special-defense,gogoat
68,speed,gogoat
67,hp,pancham
82,attack,pancham
62,defense,pancham
46,special-attack,pancham
48,special-defense,pancham
43,speed,pancham
95,hp,pangoro
124,attack,pangoro
78,defense,pangoro
69,special-attack,pangoro
71,special-defense,pangoro
58,speed,pangoro
75,hp,furfrou
80,attack,furfrou
60,defense,furfrou
65,special-attack,furfrou
90,special-defense,furfrou
102,speed,furfrou
62,hp,espurr
48,attack,espurr
54,defense,espurr
63,special-attack,espurr
60,special-defense,espurr
68,speed,espurr
74,hp,meowstic-male
48,attack,meowstic-male
76,defense,meowstic-male
83,special-attack,meowstic-male
81,special-defense,meowstic-male
104,speed,meowstic-male
45,hp,honedge
80,attack,honedge
100,defense,honedge
35,special-attack,honedge
37,special-defense,honedge
28,speed,honedge
59,hp,doublade
110,attack,doublade
150,defense,doublade
45,special-attack,doublade
49,special-defense,doublade
35,speed,doublade
60,hp,aegislash-shield
50,attack,aegislash-shield
140,defense,aegislash-shield
50,special-attack,aegislash-shield
140,special-defense,aegislash-shield
60,speed,aegislash-shield
78,hp,spritzee
52,attack,spritzee
60,defense,spritzee
63,special-attack,spritzee
65,special-defense,spritzee
23,speed,spritzee
101,hp,aromatisse
72,attack,aromatisse
72,defense,aromatisse
99,special-attack,aromatisse
89,special-defense,aromatisse
29,speed,aromatisse
62,hp,swirlix
48,attack,swirlix
66,defense,swirlix
59,special-attack,swirlix
57,special-defense,swirlix
49,speed,swirlix
82,hp,slurpuff
80,attack,slurpuff
86,defense,slurpuff
85,special-attack,slurpuff
75,special-defense,slurpuff
72,speed,slurpuff
53,hp,inkay
54,attack,inkay
53,defense,inkay
37,special-attack,inkay
46,special-defense,inkay
45,speed,inkay
86,hp,malamar
92,attack,malamar
88,defense,malamar
68,special-attack,malamar
75,special-defense,malamar
73,speed,malamar
42,hp,binacle
52,attack,binacle
67,defense,binacle
39,special-attack,binacle
56,special-defense,binacle
50,speed,binacle
72,hp,barbaracle
105,attack,barbaracle
115,defense,barbaracle
54,special-attack,barbaracle
86,special-defense,barbaracle
68,speed,barbaracle
50,hp,skrelp
60,attack,skrelp
60,defense,skrelp
60,special-attack,skrelp
60,special-defense,skrelp
30,speed,skrelp
65,hp,dragalge
75,attack,dragalge
90,defense,dragalge
97,special-attack,dragalge
123,special-defense,dragalge
44,speed,dragalge
50,hp,clauncher
53,attack,clauncher
62,defense,clauncher
58,special-attack,clauncher
63,special-defense,clauncher
44,speed,clauncher
71,hp,clawitzer
73,attack,clawitzer
88,defense,clawitzer
120,special-attack,clawitzer
89,special-defense,clawitzer
59,speed,clawitzer
44,hp,helioptile
38,attack,helioptile
33,defense,helioptile
61,special-attack,helioptile
43,special-defense,helioptile
70,speed,helioptile
62,hp,heliolisk
55,attack,heliolisk
52,defense,heliolisk
109,special-attack,heliolisk
94,special-defense,heliolisk
109,speed,heliolisk
58,hp,tyrunt
89,attack,tyrunt
77,defense,tyrunt
45,special-attack,tyrunt
45,special-defense,tyrunt
48,speed,tyrunt
82,hp,tyrantrum
121,attack,tyrantrum
119,defense,tyrantrum
69,special-attack,tyrantrum
59,special-defense,tyrantrum
71,speed,tyrantrum
77,hp,amaura
59,attack,amaura
50,defense,amaura
67,special-attack,amaura
63,special-defense,amaura
46,speed,amaura
123,hp,aurorus
77,attack,aurorus
72,defense,aurorus
99,special-attack,aurorus
92,special-defense,aurorus
58,speed,aurorus
95,hp,sylveon
65,attack,sylveon
65,defense,sylveon
110,special-attack,sylveon
130,special-defense,sylveon
60,speed,sylveon
78,hp,hawlucha
92,attack,hawlucha
75,defense,hawlucha
74,special-attack,hawlucha
63,special-defense,hawlucha
118,speed,hawlucha
67,hp,dedenne
58,attack,dedenne
57,defense,dedenne
81,special-attack,dedenne
67,special-defense,dedenne
101,speed,dedenne
50,hp,carbink
50,attack,carbink
150,defense,carbink
50,special-attack,carbink
150,special-defense,carbink
50,speed,carbink
45,hp,goomy
50,attack,goomy
35,defense,goomy
55,special-attack,goomy
75,special-defense,goomy
40,speed,goomy
68,hp,sliggoo
75,attack,sliggoo
53,defense,sliggoo
83,special-attack,sliggoo
113,special-defense,sliggoo
60,speed,sliggoo
90,hp,goodra
100,attack,goodra
70,defense,goodra
110,special-attack,goodra
150,special-defense,goodra
80,speed,goodra
57,hp,klefki
80,attack,klefki
91,defense,klefki
80,special-attack,klefki
87,special-defense,klefki
75,speed,klefki
43,hp,phantump
70,attack,phantump
48,defense,phantump
50,special-attack,phantump
60,special-defense,phantump
38,speed,phantump
85,hp,trevenant
110,attack,trevenant
76,defense,trevenant
65,special-attack,trevenant
82,special-defense,trevenant
56,speed,trevenant
49,hp,pumpkaboo-average
66,attack,pumpkaboo-average
70,defense,pumpkaboo-average
44,special-attack,pumpkaboo-average
55,special-defense,pumpkaboo-average
51,speed,pumpkaboo-average
65,hp,gourgeist-average
90,attack,gourgeist-average
122,defense,gourgeist-average
58,special-attack,gourgeist-average
75,special-defense,gourgeist-average
84,speed,gourgeist-average
55,hp,bergmite
69,attack,bergmite
85,defense,bergmite
32,special-attack,bergmite
35,special-defense,bergmite
28,speed,bergmite
95,hp,avalugg
117,attack,avalugg
184,defense,avalugg
44,special-attack,avalugg
46,special-defense,avalugg
28,speed,avalugg
40,hp,noibat
30,attack,noibat
35,defense,noibat
45,special-attack,noibat
40,special-defense,noibat
55,speed,noibat
85,hp,noivern
70,attack,noivern
80,defense,noivern
97,special-attack,noivern
80,special-defense,noivern
123,speed,noivern
126,hp,xerneas
131,attack,xerneas
95,defense,xerneas
131,special-attack,xerneas
98,special-defense,xerneas
99,speed,xerneas
126,hp,yveltal
131,attack,yveltal
95,defense,yveltal
131,special-attack,yveltal
98,special-defense,yveltal
99,speed,yveltal
108,hp,zygarde-50
100,attack,zygarde-50
121,defense,zygarde-50
81,special-attack,zygarde-50
95,special-defense,zygarde-50
95,speed,zygarde-50
50,hp,diancie
100,attack,diancie
150,defense,diancie
100,special-attack,diancie
150,special-defense,diancie
50,speed,diancie
80,hp,hoopa
110,attack,hoopa
60,defense,hoopa
150,special-attack,hoopa
130,special-defense,hoopa
70,speed,hoopa
80,hp,volcanion
110,attack,volcanion
120,defense,volcanion
130,special-attack,volcanion
90,special-defense,volcanion
70,speed,volcanion
68,hp,rowlet
55,attack,rowlet
55,defense,rowlet
50,special-attack,rowlet
50,special-defense,rowlet
42,speed,rowlet
78,hp,dartrix
75,attack,dartrix
75,defense,dartrix
70,special-attack,dartrix
70,special-defense,dartrix
52,speed,dartrix
78,hp,decidueye
107,attack,decidueye
75,defense,decidueye
100,special-attack,decidueye
100,special-defense,decidueye
70,speed,decidueye
45,hp,litten
65,attack,litten
40,defense,litten
60,special-attack,litten
40,special-defense,litten
70,speed,litten
65,hp,torracat
85,attack,torracat
50,defense,torracat
80,special-attack,torracat
50,special-defense,torracat
90,speed,torracat
95,hp,incineroar
115,attack,incineroar
90,defense,incineroar
80,special-attack,incineroar
90,special-defense,incineroar
60,speed,incineroar
50,hp,popplio
54,attack,popplio
54,defense,popplio
66,special-attack,popplio
56,special-defense,popplio
40,speed,popplio
60,hp,brionne
69,attack,brionne
69,defense,brionne
91,special-attack,brionne
81,special-defense,brionne
50,speed,brionne
80,hp,primarina
74,attack,primarina
74,defense,primarina
126,special-attack,primarina
116,special-defense,primarina
60,speed,primarina
35,hp,pikipek
75,attack,pikipek
30,defense,pikipek
30,special-attack,pikipek
30,special-defense,pikipek
65,speed,pikipek
55,hp,trumbeak
85,attack,trumbeak
50,defense,trumbeak
40,special-attack,trumbeak
50,special-defense,trumbeak
75,speed,trumbeak
80,hp,toucannon
120,attack,toucannon
75,defense,toucannon
75,special-attack,toucannon
75,special-defense,toucannon
60,speed,toucannon
48,hp,yungoos
70,attack,yungoos
30,defense,yungoos
30,special-attack,yungoos
30,special-defense,yungoos
45,speed,yungoos
88,hp,gumshoos
110,attack,gumshoos
60,defense,gumshoos
55,special-attack,gumshoos
60,special-defense,gumshoos
45,speed,gumshoos
47,hp,grubbin
62,attack,grubbin
45,defense,grubbin
55,special-attack,grubbin
45,special-defense,grubbin
46,speed,grubbin
57,hp,charjabug
82,attack,charjabug
95,defense,charjabug
55,special-attack,charjabug
75,special-defense,charjabug
36,speed,charjabug
77,hp,vikavolt
70,attack,vikavolt
90,defense,vikavolt
145,special-attack,vikavolt
75,special-defense,vikavolt
43,speed,vikavolt
47,hp,crabrawler
82,attack,crabrawler
57,defense,crabrawler
42,special-attack,crabrawler
47,special-defense,crabrawler
63,speed,crabrawler
97,hp,crabominable
132,attack,crabominable
77,defense,crabominable
62,special-attack,crabominable
67,special-defense,crabominable
43,speed,crabominable
75,hp,oricorio-baile
70,attack,oricorio-baile
70,defense,oricorio-baile
98,special-attack,oricorio-baile
70,special-defense,oricorio-baile
93,speed,oricorio-baile
40,hp,cutiefly
45,attack,cutiefly
40,defense,cutiefly
55,special-attack,cutiefly
40,special-defense,cutiefly
84,speed,cutiefly
60,hp,ribombee
55,attack,ribombee
60,defense,ribombee
95,special-attack,ribombee
70,special-defense,ribombee
124,speed,ribombee
45,hp,rockruff
65,attack,rockruff
40,defense,rockruff
30,special-attack,rockruff
40,special-defense,rockruff
60,speed,rockruff
75,hp,lycanroc-midday
115,attack,lycanroc-midday
65,defense,lycanroc-midday
55,special-attack,lycanroc-midday
65,special-defense,lycanroc-midday
112,speed,lycanroc-midday
45,hp,wishiwashi-solo
20,attack,wishiwashi-solo
20,defense,wishiwashi-solo
25,special-attack,wishiwashi-solo
25,special-defense,wishiwashi-solo
40,speed,wishiwashi-solo
50,hp,mareanie
53,attack,mareanie
62,defense,mareanie
43,special-attack,mareanie
52,special-defense,mareanie
45,speed,mareanie
50,hp,toxapex
63,attack,toxapex
152,defense,toxapex
53,special-attack,toxapex
142,special-defense,toxapex
35,speed,toxapex
70,hp,mudbray
100,attack,mudbray
70,defense,mudbray
45,special-attack,mudbray
55,special-defense,mudbray
45,speed,mudbray
100,hp,mudsdale
125,attack,mudsdale
100,defense,mudsdale
55,special-attack,mudsdale
85,special-defense,mudsdale
35,speed,mudsdale
38,hp,dewpider
40,attack,dewpider
52,defense,dewpider
40,special-attack,dewpider
72,special-defense,dewpider
27,speed,dewpider
68,hp,araquanid
70,attack,araquanid
92,defense,araquanid
50,special-attack,araquanid
132,special-defense,araquanid
42,speed,araquanid
40,hp,fomantis
55,attack,fomantis
35,defense,fomantis
50,special-attack,fomantis
35,special-defense,fomantis
35,speed,fomantis
70,hp,lurantis
105,attack,lurantis
90,defense,lurantis
80,special-attack,lurantis
90,special-defense,lurantis
45,speed,lurantis
40,hp,morelull
35,attack,morelull
55,defense,morelull
65,special-attack,morelull
75,special-defense,morelull
15,speed,morelull
60,hp,shiinotic
45,attack,shiinotic
80,defense,shiinotic
90,special-attack,shiinotic
100,special-defense,shiinotic
30,speed,shiinotic
48,hp,salandit
44,attack,salandit
40,defense,salandit
71,special-attack,salandit
40,special-defense,salandit
77,speed,salandit
68,hp,salazzle
64,attack,salazzle
60,defense,salazzle
111,special-attack,salazzle
60,special-defense,salazzle
117,speed,salazzle
70,hp,stufful
75,attack,stufful
50,defense,stufful
45,special-attack,stufful
50,special-defense,stufful
50,speed,stufful
120,hp,bewear
125,attack,bewear
80,defense,bewear
55,special-attack,bewear
60,special-defense,bewear
60,speed,bewear
42,hp,bounsweet
30,attack,bounsweet
38,defense,bounsweet
30,special-attack,bounsweet
38,special-defense,bounsweet
32,speed,bounsweet
52,hp,steenee
40,attack,steenee
48,defense,steenee
40,special-attack,steenee
48,special-defense,steenee
62,speed,steenee
72,hp,tsareena
120,attack,tsareena
98,defense,tsareena
50,special-attack,tsareena
98,special-defense,tsareena
72,speed,tsareena
51,hp,comfey
52,attack,comfey
90,defense,comfey
82,special-attack,comfey
110,special-defense,comfey
100,speed,comfey
90,hp,oranguru
60,attack,oranguru
80,defense,oranguru
90,special-attack,oranguru
110,special-defense,oranguru
60,speed,oranguru
100,hp,passimian
120,attack,passimian
90,defense,passimian
40,special-attack,passimian
60,special-defense,passimian
80,speed,passimian
25,hp,wimpod
35,attack,wimpod
40,defense,wimpod
20,special-attack,wimpod
30,special-defense,wimpod
80,speed,wimpod
75,hp,golisopod
125,attack,golisopod
140,defense,golisopod
60,special-attack,golisopod
90,special-defense,golisopod
40,speed,golisopod
55,hp,sandygast
55,attack,sandygast
80,defense,sandygast
70,special-attack,sandygast
45,special-defense,sandygast
15,speed,sandygast
85,hp,palossand
75,attack,palossand
110,defense,palossand
100,special-attack,palossand
75,special-defense,palossand
35,speed,palossand
55,hp,pyukumuku
60,attack,pyukumuku
130,defense,pyukumuku
30,special-attack,pyukumuku
130,special-defense,pyukumuku
5,speed,pyukumuku
95,hp,type-null
95,attack,type-null
95,defense,type-null
95,special-attack,type-null
95,special-defense,type-null
59,speed,type-null
95,hp,silvally
95,attack,silvally
95,defense,silvally
95,special-attack,silvally
95,special-defense,silvally
95,speed,silvally
60,hp,minior-red-meteor
60,attack,minior-red-meteor
100,defense,minior-red-meteor
60,special-attack,minior-red-meteor
100,special-defense,minior-red-meteor
60,speed,minior-red-meteor
65,hp,komala
115,attack,komala
65,defense,komala
75,special-attack,komala
95,special-defense,komala
65,speed,komala
60,hp,turtonator
78,attack,turtonator
135,defense,turtonator
91,special-attack,turtonator
85,special-defense,turtonator
36,speed,turtonator
65,hp,togedemaru
98,attack,togedemaru
63,defense,togedemaru
40,special-attack,togedemaru
73,special-defense,togedemaru
96,speed,togedemaru
55,hp,mimikyu-disguised
90,attack,mimikyu-disguised
80,defense,mimikyu-disguised
50,special-attack,mimikyu-disguised
105,special-defense,mimikyu-disguised
96,speed,mimikyu-disguised
68,hp,bruxish
105,attack,bruxish
70,defense,bruxish
70,special-attack,bruxish
70,special-defense,bruxish
92,speed,bruxish
78,hp,drampa
60,attack,drampa
85,defense,drampa
135,special-attack,drampa
91,special-defense,drampa
36,speed,drampa
70,hp,dhelmise
131,attack,dhelmise
100,defense,dhelmise
86,special-attack,dhelmise
90,special-defense,dhelmise
40,speed,dhelmise
45,hp,jangmo-o
55,attack,jangmo-o
65,defense,jangmo-o
45,special-attack,jangmo-o
45,special-defense,jangmo-o
45,speed,jangmo-o
55,hp,hakamo-o
75,attack,hakamo-o
90,defense,hakamo-o
65,special-attack,hakamo-o
70,special-defense,hakamo-o
65,speed,hakamo-o
75,hp,kommo-o
110,attack,kommo-o
125,defense,kommo-o
100,special-attack,kommo-o
105,special-defense,kommo-o
85,speed,kommo-o
70,hp,tapu-koko
115,attack,tapu-koko
85,defense,tapu-koko
95,special-attack,tapu-koko
75,special-defense,tapu-koko
130,speed,tapu-koko
70,hp,tapu-lele
85,attack,tapu-lele
75,defense,tapu-lele
130,special-attack,tapu-lele
115,special-defense,tapu-lele
95,speed,tapu-lele
70,hp,tapu-bulu
130,attack,tapu-bulu
115,defense,tapu-bulu
85,special-attack,tapu-bulu
95,special-defense,tapu-bulu
75,speed,tapu-bulu
70,hp,tapu-fini
75,attack,tapu-fini
115,defense,tapu-fini
95,special-attack,tapu-fini
130,special-defense,tapu-fini
85,speed,tapu-fini
43,hp,cosmog
29,attack,cosmog
31,defense,cosmog
29,special-attack,cosmog
31,special-defense,cosmog
37,speed,cosmog
43,hp,cosmoem
29,attack,cosmoem
131,defense,cosmoem
29,special-attack,cosmoem
131,special-defense,cosmoem
37,speed,cosmoem
137,hp,solgaleo
137,attack,solgaleo
107,defense,solgaleo
113,special-attack,solgaleo
89,special-defense,solgaleo
97,speed,solgaleo
137,hp,lunala
113,attack,lunala
89,defense,lunala
137,special-attack,lunala
107,special-defense,lunala
97,speed,lunala
109,hp,nihilego
53,attack,nihilego
47,defense,nihilego
127,special-attack,nihilego
131,special-defense,nihilego
103,speed,nihilego
107,hp,buzzwole
139,attack,buzzwole
139,defense,buzzwole
53,special-attack,buzzwole
53,special-defense,buzzwole
79,speed,buzzwole
71,hp,pheromosa
137,attack,pheromosa
37,defense,pheromosa
137,special-attack,pheromosa
37,special-defense,pheromosa
151,speed,pheromosa
83,hp,xurkitree
89,attack,xurkitree
71,defense,xurkitree
173,special-attack,xurkitree
71,special-defense,xurkitree
83,speed,xurkitree
97,hp,celesteela
101,attack,celesteela
103,defense,celesteela
107,special-attack,celesteela
101,special-defense,celesteela
61,speed,celesteela
59,hp,kartana
181,attack,kartana
131,defense,kartana
59,special-attack,kartana
31,special-defense,kartana
109,speed,kartana
223,hp,guzzlord
101,attack,guzzlord
53,defense,guzzlord
97,special-attack,guzzlord
53,special-defense,guzzlord
43,speed,guzzlord
97,hp,necrozma
107,attack,necrozma
101,defense,necrozma
127,special-attack,necrozma
89,special-defense,necrozma
79,speed,necrozma
80,hp,magearna
95,attack,magearna
115,defense,magearna
130,special-attack,magearna
115,special-defense,magearna
65,speed,magearna
90,hp,marshadow
125,attack,marshadow
80,defense,marshadow
90,special-attack,marshadow
90,special-defense,marshadow
125,speed,marshadow
67,hp,poipole
73,attack,poipole
67,defense,poipole
73,special-attack,poipole
67,special-defense,poipole
73,speed,poipole
73,hp,naganadel
73,attack,naganadel
73,defense,naganadel
127,special-attack,naganadel
73,special-defense,naganadel
121,speed,naganadel
61,hp,stakataka
131,attack,stakataka
211,defense,stakataka
53,special-attack,stakataka
101,special-defense,stakataka
13,speed,stakataka
53,hp,blacephalon
127,attack,blacephalon
53,defense,blacephalon
151,special-attack,blacephalon
79,special-defense,blacephalon
107,speed,blacephalon
88,hp,zeraora
112,attack,zeraora
75,defense,zeraora
102,special-attack,zeraora
80,special-defense,zeraora
143,speed,zeraora
46,hp,meltan
65,attack,meltan
65,defense,meltan
55,special-attack,meltan
35,special-defense,meltan
34,speed,meltan
135,hp,melmetal
143,attack,melmetal
143,defense,melmetal
80,special-attack,melmetal
65,special-defense,melmetal
34,speed,melmetal
50,hp,grookey
65,attack,grookey
50,defense,grookey
40,special-attack,grookey
40,special-defense,grookey
65,speed,grookey
70,hp,thwackey
85,attack,thwackey
70,defense,thwackey
55,special-attack,thwackey
60,special-defense,thwackey
80,speed,thwackey
100,hp,rillaboom
125,attack,rillaboom
90,defense,rillaboom
60,special-attack,rillaboom
70,special-defense,rillaboom
85,speed,rillaboom
50,hp,scorbunny
71,attack,scorbunny
40,defense,scorbunny
40,special-attack,scorbunny
40,special-defense,scorbunny
69,speed,scorbunny
65,hp,raboot
86,attack,raboot
60,defense,raboot
55,special-attack,raboot
60,special-defense,raboot
94,speed,raboot
80,hp,cinderace
116,attack,cinderace
75,defense,cinderace
65,special-attack,cinderace
75,special-defense,cinderace
119,speed,cinderace
50,hp,sobble
40,attack,sobble
40,defense,sobble
70,special-attack,sobble
40,special-defense,sobble
70,speed,sobble
65,hp,drizzile
60,attack,drizzile
55,defense,drizzile
95,special-attack,drizzile
55,special-defense,drizzile
90,speed,drizzile
70,hp,inteleon
85,attack,inteleon
65,defense,inteleon
125,special-attack,inteleon
65,special-defense,inteleon
120,speed,inteleon
70,hp,skwovet
55,attack,skwovet
55,defense,skwovet
35,special-attack,skwovet
35,special-defense,skwovet
25,speed,skwovet
120,hp,greedent
95,attack,greedent
95,defense,greedent
55,special-attack,greedent
75,special-defense,greedent
20,speed,greedent
38,hp,rookidee
47,attack,rookidee
35,defense,rookidee
33,special-attack,rookidee
35,special-defense,rookidee
57,speed,rookidee
68,hp,corvisquire
67,attack,corvisquire
55,defense,corvisquire
43,special-attack,corvisquire
55,special-defense,corvisquire
77,speed,corvisquire
98,hp,corviknight
87,attack,corviknight
105,defense,corviknight
53,special-attack,corviknight
85,special-defense,corviknight
67,speed,corviknight
25,hp,blipbug
20,attack,blipbug
20,defense,blipbug
25,special-attack,blipbug
45,special-defense,blipbug
45,speed,blipbug
50,hp,dottler
35,attack,dottler
80,defense,dottler
50,special-attack,dottler
90,special-defense,dottler
30,speed,dottler
60,hp,orbeetle
45,attack,orbeetle
110,defense,orbeetle
80,special-attack,orbeetle
120,special-defense,orbeetle
90,speed,orbeetle
40,hp,nickit
28,attack,nickit
28,defense,nickit
47,special-attack,nickit
52,special-defense,nickit
50,speed,nickit
70,hp,thievul
58,attack,thievul
58,defense,thievul
87,special-attack,thievul
92,special-defense,thievul
90,speed,thievul
40,hp,gossifleur
40,attack,gossifleur
60,defense,gossifleur
40,special-attack,gossifleur
60,special-defense,gossifleur
10,speed,gossifleur
60,hp,eldegoss
50,attack,eldegoss
90,defense,eldegoss
80,special-attack,eldegoss
120,special-defense,eldegoss
60,speed,eldegoss
42,hp,wooloo
40,attack,wooloo
55,defense,wooloo
40,special-attack,wooloo
45,special-defense,wooloo
48,speed,wooloo
72,hp,dubwool
80,attack,dubwool
100,defense,dubwool
60,special-attack,dubwool
90,special-defense,dubwool
88,speed,dubwool
50,hp,chewtle
64,attack,chewtle
50,defense,chewtle
38,special-attack,chewtle
38,special-defense,chewtle
44,speed,chewtle
90,hp,drednaw
115,attack,drednaw
90,defense,drednaw
48,special-attack,drednaw
68,special-defense,drednaw
74,speed,drednaw
59,hp,yamper
45,attack,yamper
50,defense,yamper
40,special-attack,yamper
50,special-defense,yamper
26,speed,yamper
69,hp,boltund
90,attack,boltund
60,defense,boltund
90,special-attack,boltund
60,special-defense,boltund
121,speed,boltund
30,hp,rolycoly
40,attack,rolycoly
50,defense,rolycoly
40,special-attack,rolycoly
50,special-defense,rolycoly
30,speed,rolycoly
80,hp,carkol
60,attack,carkol
90,defense,carkol
60,special-attack,carkol
70,special-defense,carkol
50,speed,carkol
110,hp,coalossal
80,attack,coalossal
120,defense,coalossal
80,special-attack,coalossal
90,special-defense,coalossal
30,speed,coalossal
40,hp,applin
40,attack,applin
80,defense,applin
40,special-attack,applin
40,special-defense,applin
20,speed,applin
70,hp,flapple
110,attack,flapple
80,defense,flapple
95,special-attack,flapple
60,special-defense,flapple
70,speed,flapple
110,hp,appletun
85,attack,appletun
80,defense,appletun
100,special-attack,appletun
80,special-defense,appletun
30,speed,appletun
52,hp,silicobra
57,attack,silicobra
75,defense,silicobra
35,special-attack,silicobra
50,special-defense,silicobra
46,speed,silicobra
72,hp,sandaconda
107,attack,sandaconda
125,defense,sandaconda
65,special-attack,sandaconda
70,special-defense,sandaconda
71,speed,sandaconda
70,hp,cramorant
85,attack,cramorant
55,defense,cramorant
85,special-attack,cramorant
95,special-defense,cramorant
85,speed,cramorant
41,hp,arrokuda
63,attack,arrokuda
40,defense,arrokuda
40,special-attack,arrokuda
30,special-defense,arrokuda
66,speed,arrokuda
61,hp,barraskewda
123,attack,barraskewda
60,defense,barraskewda
60,special-attack,barraskewda
50,special-defense,barraskewda
136,speed,barraskewda
40,hp,toxel
38,attack,toxel
35,defense,toxel
54,special-attack,toxel
35,special-defense,toxel
40,speed,toxel
75,hp,toxtricity-amped
98,attack,toxtricity-amped
70,defense,toxtricity-amped
114,special-attack,toxtricity-amped
70,special-defense,toxtricity-amped
75,speed,toxtricity-amped
50,hp,sizzlipede
65,attack,sizzlipede
45,defense,sizzlipede
50,special-attack,sizzlipede
50,special-defense,sizzlipede
45,speed,sizzlipede
100,hp,centiskorch
115,attack,centiskorch
65,defense,centiskorch
90,special-attack,centiskorch
90,special-defense,centiskorch
65,speed,centiskorch
50,hp,clobbopus
68,attack,clobbopus
60,defense,clobbopus
50,special-attack,clobbopus
50,special-defense,clobbopus
32,speed,clobbopus
80,hp,grapploct
118,attack,grapploct
90,defense,grapploct
70,special-attack,grapploct
80,special-defense,grapploct
42,speed,grapploct
40,hp,sinistea
45,attack,sinistea
45,defense,sinistea
74,special-attack,sinistea
54,special-defense,sinistea
50,speed,sinistea
60,hp,polteageist
65,attack,polteageist
65,defense,polteageist
134,special-attack,polteageist
114,special-defense,polteageist
70,speed,polteageist
42,hp,hatenna
30,attack,hatenna
45,defense,hatenna
56,special-attack,hatenna
53,special-defense,hatenna
39,speed,hatenna
57,hp,hattrem
40,attack,hattrem
65,defense,hattrem
86,special-attack,hattrem
73,special-defense,hattrem
49,speed,hattrem
57,hp,hatterene
90,attack,hatterene
95,defense,hatterene
136,special-attack,hatterene
103,special-defense,hatterene
29,speed,hatterene
45,hp,impidimp
45,attack,impidimp
30,defense,impidimp
55,special-attack,impidimp
40,special-defense,impidimp
50,speed,impidimp
65,hp,morgrem
60,attack,morgrem
45,defense,morgrem
75,special-attack,morgrem
55,special-defense,morgrem
70,speed,morgrem
95,hp,grimmsnarl
120,attack,grimmsnarl
65,defense,grimmsnarl
95,special-attack,grimmsnarl
75,special-defense,grimmsnarl
60,speed,grimmsnarl
93,hp,obstagoon
90,attack,obstagoon
101,defense,obstagoon
60,special-attack,obstagoon
81,special-defense,obstagoon
95,speed,obstagoon
70,hp,perrserker
110,attack,perrserker
100,defense,perrserker
50,special-attack,perrserker
60,special-defense,perrserker
50,speed,perrserker
60,hp,cursola
95,attack,cursola
50,defense,cursola
145,special-attack,cursola
130,special-defense,cursola
30,speed,cursola
62,hp,sirfetchd
135,attack,sirfetchd
95,defense,sirfetchd
68,special-attack,sirfetchd
82,special-defense,sirfetchd
65,speed,sirfetchd
80,hp,mr-rime
85,attack,mr-rime
75,defense,mr-rime
110,special-attack,mr-rime
100,special-defense,mr-rime
70,speed,mr-rime
58,hp,runerigus
95,attack,runerigus
145,defense,runerigus
50,special-attack,runerigus
105,special-defense,runerigus
30,speed,runerigus
45,hp,milcery
40,attack,milcery
40,defense,milcery
50,special-attack,milcery
61,special-defense,milcery
34,speed,milcery
65,hp,alcremie
60,attack,alcremie
75,defense,alcremie
110,special-attack,alcremie
121,special-defense,alcremie
64,speed,alcremie
65,hp,falinks
100,attack,falinks
100,defense,falinks
70,special-attack,falinks
60,special-defense,falinks
75,speed,falinks
48,hp,pincurchin
101,attack,pincurchin
95,defense,pincurchin
91,special-attack,pincurchin
85,special-defense,pincurchin
15,speed,pincurchin
30,hp,snom
25,attack,snom
35,defense,snom
45,special-attack,snom
30,special-defense,snom
20,speed,snom
70,hp,frosmoth
65,attack,frosmoth
60,defense,frosmoth
125,special-attack,frosmoth
90,special-defense,frosmoth
65,speed,frosmoth
100,hp,stonjourner
125,attack,stonjourner
135,defense,stonjourner
20,special-attack,stonjourner
20,special-defense,stonjourner
70,speed,stonjourner
75,hp,eiscue-ice
80,attack,eiscue-ice
110,defense,eiscue-ice
65,special-attack,eiscue-ice
90,special-defense,eiscue-ice
50,speed,eiscue-ice
60,hp,indeedee-male
65,attack,indeedee-male
55,defense,indeedee-male
105,special-attack,indeedee-male
95,special-defense,indeedee-male
95,speed,indeedee-male
58,hp,morpeko-full-belly
95,attack,morpeko-full-belly
58,defense,morpeko-full-belly
70,special-attack,morpeko-full-belly
58,special-defense,morpeko-full-belly
97,speed,morpeko-full-belly
72,hp,cufant
80,attack,cufant
49,defense,cufant
40,special-attack,cufant
49,special-defense,cufant
40,speed,cufant
122,hp,copperajah
130,attack,copperajah
69,defense,copperajah
80,special-attack,copperajah
69,special-defense,copperajah
30,speed,copperajah
90,hp,dracozolt
100,attack,dracozolt
90,defense,dracozolt
80,special-attack,dracozolt
70,special-defense,dracozolt
75,speed,dracozolt
90,hp,arctozolt
100,attack,arctozolt
90,defense,arctozolt
90,special-attack,arctozolt
80,special-defense,arctozolt
55,speed,arctozolt
90,hp,dracovish
90,attack,dracovish
100,defense,dracovish
70,special-attack,dracovish
80,special-defense,dracovish
75,speed,dracovish
90,hp,arctovish
90,attack,arctovish
100,defense,arctovish
80,special-attack,arctovish
90,special-defense,arctovish
55,speed,arctovish
70,hp,duraludon
95,attack,duraludon
115,defense,duraludon
120,special-attack,duraludon
50,special-defense,duraludon
85,speed,duraludon
28,hp,dreepy
60,attack,dreepy
30,defense,dreepy
40,special-attack,dreepy
30,special-defense,dreepy
82,speed,dreepy
68,hp,drakloak
80,attack,drakloak
